system:index,elevation,.geo
38551_0,424,
38553_0,714,
38554_0,1586,
38555_0,1793,
38556_0,52,
38557_0,3233,
38558_0,1519,
38559_0,2317,
38560_0,1218,
38561_0,1639,
38562_0,14,
38563_0,21,
38564_0,686,
38565_0,400,
38566_0,452,
38567_0,264,
38568_0,679,
38569_0,275,
38570_0,336,
38571_0,72,
38572_0,731,
38573_0,679,
38574_0,684,
38575_0,851,
38576_0,328,
38577_0,1103,
38578_0,818,
38579_0,2385,
38580_0,1815,
38581_0,1546,
38582_0,891,
38583_0,588,
38584_0,37,
38585_0,662,
38586_0,72,
38587_0,282,
38588_0,1139,
38590_0,496,
38591_0,188,
38592_0,1372,
38593_0,734,
38594_0,851,
38595_0,1567,
38596_0,-28,
38597_0,3219,
38598_0,90,
38599_0,379,
38600_0,647,
38601_0,3067,
38602_0,70,
38603_0,1456,
38604_0,1613,
38605_0,419,
38606_0,453,
38607_0,1705,
38608_0,1943,
38609_0,474,
38610_0,88,
38613_0,1183,
38614_0,616,
38615_0,1230,
38616_0,792,
38617_0,277,
38618_0,1870,
38619_0,271,
38620_0,439,
38621_0,1321,
38622_0,840,
38623_0,918,
38624_0,808,
38625_0,1070,
38626_0,337,
38627_0,1054,
38628_0,3621,
38629_0,213,
38630_0,2154,
38631_0,458,
38632_0,2138,
38633_0,1439,
38635_0,654,
38636_0,717,
38637_0,379,
38638_0,47,
38639_0,1681,
38640_0,1557,
38641_0,238,
38643_0,1839,
38644_0,1534,
38645_0,1674,
38646_0,308,
38647_0,1607,
38648_0,1574,
38649_0,2529,
38650_0,1260,
38651_0,1655,
38653_0,134,
38654_0,721,
38655_0,326,
38656_0,2073,
38657_0,851,
38658_0,1783,
38659_0,175,
38660_0,998,
38661_0,-3,
38662_0,463,
38664_0,80,
38665_0,251,
38666_0,378,
38667_0,6,
38668_0,745,
38669_0,968,
38670_0,28,
38671_0,1189,
38674_0,1266,
38675_0,418,
38676_0,455,
38677_0,1731,
38678_0,66,
38679_0,587,
38680_0,-80,
38682_0,77,
38683_0,2045,
38684_0,1170,
38685_0,70,
38686_0,1157,
38687_0,1733,
38688_0,1524,
38689_0,480,
38690_0,681,
38691_0,576,
38692_0,768,
38693_0,1427,
38694_0,1574,
38695_0,599,
38696_0,143,
38697_0,1986,
38698_0,843,
38699_0,2244,
38700_0,404,
38701_0,300,
38702_0,76,
38703_0,882,
38704_0,1611,
38705_0,423,
38706_0,146,
38707_0,111,
38710_0,355,
38711_0,137,
38712_0,112,
38713_0,371,
38714_0,975,
38715_0,451,
38716_0,22,
38717_0,305,
38718_0,1103,
38719_0,1279,
38720_0,2352,
38721_0,50,
38722_0,650,
38723_0,173,
38724_0,106,
38725_0,242,
38726_0,1422,
38727_0,830,
38728_0,472,
38729_0,1033,
38730_0,385,
38731_0,394,
38732_0,830,
38733_0,190,
38734_0,452,
38735_0,1597,
38737_0,334,
38738_0,1521,
38739_0,1129,
38740_0,668,
38741_0,1767,
38743_0,21,
38744_0,925,
38745_0,326,
38746_0,1465,
38747_0,1864,
38749_0,13,
38750_0,548,
38751_0,568,
38752_0,1598,
38753_0,27,
38754_0,89,
38755_0,318,
38756_0,854,
38757_0,1687,
38758_0,1573,
38759_0,145,
38760_0,1698,
38761_0,1129,
38762_0,1625,
38763_0,1432,
38764_0,438,
38765_0,1631,
38766_0,397,
38767_0,69,
38768_0,754,
38769_0,718,
38771_0,457,
38772_0,1587,
38773_0,46,
38775_0,1522,
38776_0,82,
38777_0,881,
38778_0,49,
38779_0,498,
38780_0,504,
38781_0,365,
38782_0,584,
38783_0,47,
38784_0,828,
38785_0,1147,
38786_0,1208,
38787_0,1598,
38788_0,583,
38789_0,2387,
38790_0,1687,
38791_0,1084,
38792_0,185,
38793_0,203,
38794_0,1876,
38795_0,1039,
38796_0,586,
38797_0,553,
38798_0,1791,
38799_0,789,
38800_0,2640,
38801_0,400,
38802_0,3351,
38803_0,2395,
38804_0,265,
38805_0,1667,
38806_0,1641,
38807_0,2269,
38809_0,859,
38810_0,798,
38811_0,1240,
38812_0,-24,
38813_0,1086,
38814_0,3410,
38815_0,1311,
38816_0,474,
38817_0,75,
38818_0,469,
38819_0,1312,
38821_0,1372,
38822_0,682,
38826_0,644,
38827_0,2185,
38828_0,897,
38829_0,1882,
38830_0,570,
38831_0,666,
38832_0,979,
38833_0,1400,
38834_0,1127,
38835_0,727,
38836_0,1551,
38837_0,249,
38838_0,123,
38839_0,1006,
38840_0,416,
38841_0,958,
38842_0,141,
38843_0,929,
38844_0,1813,
38845_0,723,
38846_0,1620,
38847_0,2273,
38848_0,16,
38849_0,1853,
38850_0,1389,
38851_0,603,
38852_0,4,
38853_0,1041,
38854_0,1704,
38855_0,1521,
38856_0,449,
38857_0,1107,
38859_0,161,
38860_0,2,
38861_0,751,
38862_0,141,
38864_0,655,
38865_0,665,
38867_0,253,
38868_0,741,
38869_0,51,
38870_0,1887,
38871_0,368,
38872_0,23,
38873_0,258,
38874_0,174,
38875_0,1753,
38876_0,225,
38877_0,211,
38878_0,1154,
38879_0,1425,
38880_0,2086,
38881_0,3030,
38883_0,1690,
38884_0,259,
38886_0,163,
38887_0,1159,
38888_0,1018,
38889_0,579,
38890_0,717,
38891_0,1140,
38892_0,894,
38893_0,659,
38894_0,1811,
38895_0,-23,
38896_0,164,
38898_0,397,
38899_0,59,
38900_0,1910,
38901_0,1325,
38902_0,-13,
38903_0,450,
38904_0,1980,
38905_0,81,
38907_0,66,
38908_0,494,
38909_0,52,
38910_0,1233,
38911_0,1418,
38912_0,1129,
38913_0,612,
38914_0,-1,
38915_0,410,
38916_0,24,
38917_0,322,
38918_0,707,
38919_0,2617,
38920_0,526,
38921_0,431,
38922_0,1276,
38923_0,-17,
38925_0,66,
38926_0,944,
38927_0,-1,
38928_0,99,
38929_0,1090,
38930_0,393,
38931_0,243,
38932_0,25,
38933_0,133,
38934_0,853,
38935_0,411,
38937_0,352,
38939_0,2127,
38940_0,877,
38941_0,432,
38943_0,408,
38944_0,809,
38945_0,263,
38946_0,739,
38947_0,20,
38948_0,315,
38949_0,611,
38950_0,404,
38951_0,995,
38953_0,251,
38954_0,1894,
38955_0,590,
38956_0,1402,
38958_0,236,
38959_0,411,
38960_0,60,
38961_0,176,
38962_0,25,
38963_0,1419,
38964_0,495,
38965_0,1593,
38966_0,372,
38967_0,1556,
38968_0,202,
38969_0,94,
38970_0,1147,
38971_0,1521,
38972_0,968,
38973_0,12,
38975_0,1930,
38976_0,1075,
38977_0,1702,
38978_0,571,
38979_0,1446,
38980_0,392,
38981_0,220,
38982_0,80,
38983_0,634,
38984_0,1437,
38985_0,57,
38986_0,1451,
38987_0,1879,
38988_0,217,
38989_0,981,
38990_0,303,
38991_0,1914,
38992_0,711,
38993_0,2242,
38994_0,978,
38995_0,851,
38996_0,274,
38997_0,1007,
38998_0,933,
38999_0,3118,
39000_0,933,
39001_0,59,
39002_0,708,
39003_0,1571,
39004_0,304,
39005_0,472,
39006_0,745,
39007_0,403,
39008_0,41,
39010_0,328,
39011_0,1577,
39012_0,913,
39013_0,1087,
39014_0,151,
39015_0,539,
39016_0,192,
39017_0,833,
39018_0,69,
39019_0,1970,
39020_0,68,
39021_0,34,
39022_0,1163,
39023_0,198,
39024_0,3058,
39025_0,1422,
39026_0,275,
39027_0,460,
39028_0,2153,
39029_0,914,
39030_0,5,
39031_0,904,
39033_0,841,
39034_0,439,
39035_0,1380,
39036_0,1344,
39037_0,192,
39038_0,256,
39039_0,95,
39040_0,360,
39041_0,1283,
39042_0,320,
39043_0,15,
39044_0,625,
39045_0,442,
39046_0,2289,
39047_0,890,
39048_0,696,
39049_0,2020,
39050_0,2328,
39051_0,1636,
39052_0,1152,
39053_0,-48,
39054_0,1352,
39055_0,129,
39056_0,862,
39057_0,849,
39058_0,1017,
39059_0,1151,
39060_0,71,
39061_0,5,
39062_0,1313,
39063_0,400,
39064_0,1026,
39065_0,973,
39066_0,370,
39067_0,358,
39068_0,47,
39069_0,259,
39070_0,712,
39071_0,562,
39072_0,1404,
39073_0,256,
39074_0,1422,
39075_0,1564,
39076_0,167,
39077_0,102,
39078_0,46,
39080_0,1424,
39081_0,10,
39082_0,30,
39084_0,1413,
39085_0,23,
39086_0,1373,
39087_0,1283,
39088_0,629,
39089_0,1003,
39090_0,311,
39091_0,1358,
39092_0,16,
39093_0,1292,
39094_0,757,
39095_0,855,
39097_0,1337,
39098_0,183,
39099_0,743,
39101_0,2125,
39102_0,673,
39103_0,43,
39104_0,17,
39105_0,174,
39106_0,701,
39107_0,93,
39108_0,1426,
39109_0,1195,
39110_0,1117,
39111_0,-1,
39112_0,1815,
39114_0,8,
39115_0,343,
39116_0,925,
39117_0,664,
39119_0,3513,
39120_0,29,
39121_0,1409,
39122_0,-9,
39123_0,171,
39124_0,1891,
39125_0,61,
39126_0,476,
39127_0,1879,
39130_0,3035,
39131_0,342,
39132_0,523,
39133_0,1124,
39134_0,745,
39135_0,1097,
39136_0,510,
39137_0,592,
39138_0,832,
39139_0,3152,
39140_0,2094,
39141_0,56,
39142_0,112,
39143_0,54,
39144_0,1845,
39145_0,323,
39146_0,1362,
39147_0,1808,
39148_0,474,
39149_0,769,
39150_0,914,
39151_0,1218,
39152_0,887,
39153_0,3173,
39154_0,975,
39155_0,30,
39156_0,2362,
39157_0,44,
39158_0,1149,
39159_0,146,
39160_0,387,
39161_0,409,
39162_0,1640,
39163_0,802,
39164_0,237,
39165_0,321,
39166_0,967,
39167_0,275,
39168_0,1003,
39169_0,1487,
39170_0,2116,
39171_0,2697,
39172_0,331,
39173_0,206,
39174_0,1329,
39175_0,2035,
39176_0,34,
39177_0,331,
39178_0,49,
39179_0,1702,
39180_0,199,
39181_0,496,
39182_0,780,
39183_0,2259,
39184_0,230,
39185_0,2507,
39186_0,-6,
39187_0,1003,
39188_0,660,
39189_0,1514,
39190_0,1792,
39191_0,3550,
39192_0,485,
39193_0,841,
39194_0,1212,
39195_0,963,
39196_0,1033,
39197_0,1346,
39199_0,65,
39200_0,390,
39201_0,2014,
39202_0,1070,
39203_0,1150,
39204_0,1653,
39205_0,1705,
39207_0,1133,
39208_0,13,
39209_0,1391,
39210_0,147,
39211_0,1044,
39212_0,593,
39213_0,2150,
39214_0,848,
39216_0,28,
39217_0,1169,
39218_0,2418,
39219_0,431,
39220_0,123,
39221_0,1757,
39222_0,618,
39223_0,1041,
39224_0,1511,
39225_0,1136,
39226_0,1284,
39227_0,133,
39228_0,747,
39229_0,264,
39230_0,56,
39231_0,1639,
39232_0,468,
39233_0,690,
39234_0,1418,
39235_0,287,
39236_0,370,
39237_0,796,
39238_0,502,
39239_0,378,
39240_0,1819,
39241_0,386,
39242_0,432,
39243_0,212,
39244_0,1559,
39246_0,384,
39247_0,150,
39248_0,871,
39249_0,913,
39250_0,450,
39251_0,1188,
39252_0,923,
39253_0,1063,
39254_0,211,
39255_0,857,
39256_0,727,
39257_0,10,
39258_0,116,
39259_0,1598,
39260_0,114,
39261_0,2985,
39262_0,2397,
39264_0,178,
39265_0,1898,
39267_0,3005,
39268_0,1252,
39269_0,23,
39270_0,1390,
39271_0,-6,
39272_0,28,
39273_0,1356,
39274_0,184,
39275_0,2184,
39276_0,1227,
39277_0,709,
39278_0,1388,
39279_0,2709,
39280_0,80,
39281_0,55,
39282_0,1967,
39283_0,938,
39284_0,883,
39285_0,1812,
39286_0,1750,
39287_0,1137,
39288_0,499,
39289_0,16,
39290_0,632,
39291_0,145,
39292_0,1647,
39293_0,83,
39294_0,867,
39295_0,67,
39296_0,19,
39297_0,2765,
39298_0,182,
39299_0,1094,
39300_0,1089,
39301_0,2360,
39302_0,201,
39303_0,44,
39305_0,695,
39306_0,270,
39307_0,730,
39308_0,1370,
39309_0,819,
39310_0,44,
39311_0,503,
39312_0,1391,
39313_0,200,
39314_0,1088,
39315_0,1161,
39316_0,1424,
39317_0,1729,
39318_0,243,
39319_0,1246,
39320_0,326,
39321_0,258,
39322_0,1904,
39323_0,857,
39324_0,307,
39325_0,1146,
39327_0,416,
39328_0,1587,
39330_0,2848,
39331_0,375,
39332_0,764,
39333_0,1840,
39334_0,151,
39335_0,24,
39336_0,670,
39337_0,605,
39338_0,32,
39339_0,360,
39340_0,479,
39341_0,1086,
39342_0,1715,
39343_0,102,
39344_0,444,
39345_0,53,
39346_0,34,
39347_0,380,
39350_0,2345,
39351_0,665,
39352_0,1944,
39353_0,449,
39354_0,-66,
39355_0,172,
39356_0,1815,
39357_0,34,
39358_0,638,
39359_0,482,
39360_0,1062,
39361_0,-46,
39362_0,2149,
39363_0,1563,
39364_0,1059,
39365_0,1371,
39367_0,1933,
39368_0,370,
39369_0,1545,
39370_0,844,
39371_0,1341,
39372_0,2860,
39373_0,674,
39374_0,-1,
39375_0,1501,
39376_0,193,
39377_0,-6,
39378_0,1210,
39381_0,2323,
39382_0,23,
39383_0,-4,
39384_0,1534,
39385_0,71,
39386_0,1704,
39387_0,86,
39388_0,1187,
39389_0,834,
39390_0,597,
39391_0,1788,
39392_0,2498,
39393_0,732,
39394_0,167,
39395_0,43,
39396_0,387,
39397_0,394,
39398_0,1329,
39399_0,296,
39400_0,459,
39401_0,1387,
39402_0,551,
39403_0,1019,
39404_0,935,
39405_0,221,
39406_0,1209,
39407_0,1664,
39408_0,304,
39409_0,1491,
39410_0,19,
39411_0,248,
39412_0,50,
39413_0,828,
39414_0,212,
39416_0,85,
39417_0,-40,
39418_0,667,
39419_0,1618,
39420_0,2092,
39421_0,753,
39422_0,19,
39425_0,532,
39426_0,911,
39427_0,1359,
39428_0,2651,
39429_0,31,
39430_0,219,
39431_0,1817,
39432_0,698,
39433_0,1089,
39434_0,2132,
39435_0,1037,
39436_0,146,
39437_0,485,
39438_0,1491,
39439_0,367,
39440_0,1,
39441_0,828,
39442_0,245,
39443_0,161,
39444_0,268,
39445_0,280,
39446_0,3407,
39447_0,1531,
39448_0,42,
39449_0,375,
39450_0,985,
39452_0,1465,
39453_0,337,
39454_0,1284,
39456_0,969,
39458_0,698,
39459_0,1113,
39460_0,9,
39461_0,313,
39462_0,15,
39463_0,480,
39464_0,1759,
39465_0,2008,
39466_0,233,
39467_0,1262,
39468_0,719,
39469_0,788,
39470_0,202,
39471_0,1707,
39472_0,833,
39473_0,586,
39474_0,1219,
39475_0,958,
39476_0,1317,
39477_0,1933,
39478_0,1688,
39479_0,533,
39480_0,-79,
39481_0,414,
39482_0,134,
39483_0,317,
39484_0,57,
39485_0,50,
39486_0,184,
39487_0,1587,
39488_0,773,
39489_0,1281,
39490_0,611,
39491_0,879,
39493_0,97,
39494_0,82,
39495_0,205,
39496_0,2437,
39497_0,1210,
39498_0,57,
39499_0,1809,
39500_0,892,
39501_0,258,
39502_0,1362,
39504_0,2439,
39505_0,752,
39506_0,3409,
39507_0,988,
39508_0,1339,
39510_0,2349,
39511_0,531,
39512_0,182,
39513_0,225,
39514_0,1201,
39515_0,1481,
39516_0,655,
39517_0,24,
39519_0,524,
39520_0,458,
39521_0,1414,
39522_0,3453,
39523_0,616,
39524_0,485,
39525_0,762,
39526_0,2223,
39527_0,674,
39528_0,1197,
39529_0,37,
39530_0,1156,
39531_0,117,
39532_0,750,
39533_0,942,
39534_0,72,
39535_0,2190,
39536_0,150,
39537_0,1881,
39538_0,136,
39539_0,1686,
39540_0,667,
39541_0,2098,
39543_0,56,
39544_0,1898,
39545_0,2870,
39546_0,39,
39547_0,418,
39548_0,1012,
39549_0,1739,
39550_0,844,
39551_0,298,
39552_0,686,
39553_0,1453,
39554_0,83,
39555_0,525,
39556_0,1140,
39557_0,1281,
39558_0,220,
39559_0,697,
39560_0,1686,
39561_0,1243,
39563_0,411,
39564_0,12,
39565_0,2070,
39566_0,996,
39567_0,1618,
39568_0,57,
39569_0,524,
39570_0,646,
39571_0,676,
39572_0,403,
39573_0,688,
39574_0,221,
39575_0,2278,
39576_0,1079,
39577_0,1922,
39578_0,1429,
39579_0,526,
39580_0,2020,
39581_0,956,
39582_0,389,
39583_0,337,
39586_0,723,
39587_0,598,
39588_0,2089,
39589_0,12,
39590_0,28,
39592_0,346,
39593_0,1500,
39594_0,807,
39595_0,1317,
39596_0,799,
39597_0,1302,
39598_0,914,
39599_0,50,
39600_0,218,
39601_0,1101,
39602_0,1526,
39603_0,-71,
39604_0,1046,
39605_0,1579,
39606_0,1158,
39607_0,1355,
39608_0,30,
39609_0,886,
39610_0,397,
39611_0,109,
39612_0,213,
39613_0,16,
39614_0,520,
39615_0,25,
39617_0,1448,
39618_0,45,
39619_0,116,
39620_0,337,
39621_0,708,
39622_0,314,
39623_0,56,
39624_0,603,
39625_0,1174,
39627_0,1164,
39628_0,703,
39629_0,3392,
39630_0,367,
39631_0,59,
39632_0,101,
39633_0,267,
39634_0,27,
39635_0,0,
39636_0,1692,
39637_0,1586,
39638_0,396,
39639_0,2826,
39640_0,80,
39641_0,1607,
39642_0,1080,
39643_0,477,
39644_0,2188,
39645_0,100,
39646_0,243,
39647_0,158,
39648_0,72,
39649_0,1628,
39651_0,3415,
39652_0,1680,
39653_0,369,
39654_0,1254,
39655_0,1061,
39656_0,559,
39657_0,2188,
39658_0,136,
39659_0,1265,
39660_0,993,
39661_0,1068,
39662_0,0,
39663_0,123,
39664_0,937,
39665_0,214,
39666_0,3120,
39667_0,336,
39668_0,245,
39669_0,129,
39670_0,687,
39671_0,2456,
39672_0,763,
39673_0,147,
39675_0,702,
39676_0,-20,
39677_0,1832,
39679_0,2156,
39681_0,113,
39682_0,320,
39683_0,1529,
39684_0,1985,
39685_0,760,
39686_0,98,
39687_0,1031,
39688_0,802,
39689_0,2418,
39690_0,1365,
39691_0,6,
39692_0,152,
39693_0,675,
39694_0,65,
39695_0,1133,
39696_0,1016,
39697_0,652,
39698_0,1479,
39699_0,2074,
39700_0,1195,
39701_0,1456,
39702_0,1285,
39703_0,36,
39704_0,56,
39705_0,1990,
39706_0,1012,
39707_0,79,
39708_0,3388,
39709_0,641,
39710_0,1005,
39711_0,862,
39712_0,649,
39713_0,1326,
39714_0,475,
39715_0,1210,
39716_0,1759,
39717_0,172,
39719_0,315,
39720_0,622,
39721_0,1258,
39722_0,9,
39723_0,513,
39724_0,865,
39725_0,2664,
39726_0,865,
39727_0,1308,
39728_0,407,
39730_0,39,
39731_0,707,
39732_0,297,
39733_0,1128,
39735_0,69,
39736_0,1031,
39737_0,1270,
39738_0,0,
39739_0,251,
39740_0,1572,
39742_0,733,
39744_0,2048,
39745_0,113,
39746_0,476,
39747_0,1259,
39748_0,331,
39749_0,442,
39750_0,173,
39751_0,291,
39752_0,430,
39753_0,438,
39754_0,3066,
39755_0,1997,
39757_0,963,
39758_0,814,
39759_0,1297,
39760_0,534,
39761_0,1165,
39762_0,64,
39763_0,11,
39764_0,-6,
39765_0,148,
39766_0,844,
39767_0,379,
39768_0,23,
39769_0,671,
39770_0,1697,
39771_0,1575,
39772_0,625,
39773_0,1662,
39774_0,1429,
39775_0,372,
39776_0,2344,
39778_0,3910,
39779_0,1665,
39780_0,1646,
39781_0,101,
39782_0,10,
39783_0,1787,
39784_0,389,
39785_0,372,
39786_0,2069,
39787_0,352,
39788_0,372,
39789_0,268,
39790_0,1256,
39791_0,1289,
39792_0,114,
39794_0,93,
39795_0,1522,
39796_0,1967,
39797_0,1547,
39798_0,160,
39799_0,682,
39800_0,1928,
39801_0,58,
39802_0,1998,
39803_0,1676,
39804_0,88,
39805_0,1283,
39806_0,768,
39807_0,994,
39808_0,1626,
39809_0,703,
39810_0,29,
39811_0,3306,
39812_0,755,
39813_0,180,
39814_0,1370,
39816_0,540,
39817_0,70,
39818_0,14,
39819_0,1518,
39821_0,186,
39822_0,1725,
39823_0,1321,
39824_0,2643,
39825_0,1878,
39826_0,419,
39827_0,768,
39828_0,1692,
39829_0,1215,
39830_0,957,
39831_0,1124,
39832_0,754,
39833_0,100,
39834_0,643,
39835_0,1601,
39836_0,3410,
39837_0,1165,
39839_0,398,
39840_0,1260,
39841_0,374,
39842_0,70,
39843_0,1745,
39845_0,242,
39846_0,133,
39847_0,1780,
39848_0,823,
39849_0,738,
39850_0,92,
39851_0,1833,
39852_0,2571,
39853_0,399,
39854_0,1101,
39855_0,1307,
39856_0,1355,
39857_0,1241,
39858_0,225,
39859_0,903,
39860_0,677,
39861_0,486,
39862_0,58,
39863_0,1112,
39864_0,892,
39865_0,406,
39866_0,1476,
39868_0,546,
39869_0,112,
39871_0,2088,
39872_0,783,
39873_0,794,
39874_0,2834,
39875_0,39,
39876_0,30,
39877_0,134,
39878_0,524,
39879_0,1494,
39880_0,789,
39881_0,685,
39882_0,936,
39883_0,1052,
39884_0,270,
39885_0,929,
39886_0,1555,
39887_0,685,
39888_0,1180,
39889_0,585,
39890_0,894,
39891_0,450,
39892_0,808,
39893_0,783,
39894_0,-21,
39895_0,795,
39896_0,853,
39897_0,16,
39898_0,1309,
39899_0,956,
39900_0,1161,
39901_0,474,
39902_0,748,
39903_0,1417,
39904_0,85,
39906_0,6,
39907_0,2143,
39908_0,75,
39909_0,22,
39910_0,778,
39911_0,348,
39912_0,747,
39913_0,252,
39914_0,832,
39915_0,94,
39916_0,581,
39918_0,17,
39919_0,224,
39920_0,850,
39921_0,760,
39922_0,61,
39923_0,96,
39924_0,867,
39925_0,29,
39926_0,815,
39927_0,818,
39928_0,106,
39929_0,2,
39930_0,2640,
39931_0,162,
39932_0,807,
39933_0,263,
39934_0,204,
39936_0,48,
39937_0,104,
39938_0,725,
39939_0,336,
39940_0,3428,
39941_0,1631,
39942_0,343,
39943_0,1034,
39944_0,402,
39946_0,2427,
39947_0,560,
39948_0,465,
39949_0,1887,
39950_0,87,
39951_0,727,
39952_0,2853,
39953_0,1922,
39954_0,1496,
39955_0,1136,
39956_0,82,
39957_0,476,
39958_0,516,
39959_0,131,
39960_0,55,
39961_0,30,
39962_0,1040,
39963_0,856,
39964_0,805,
39965_0,1296,
39966_0,1729,
39967_0,180,
39968_0,1642,
39970_0,1669,
39971_0,870,
39972_0,258,
39974_0,1981,
39975_0,256,
39976_0,1040,
39977_0,1551,
39978_0,720,
39979_0,793,
39980_0,344,
39981_0,2873,
39982_0,64,
39983_0,2027,
39984_0,36,
39985_0,1880,
39986_0,102,
39987_0,442,
39988_0,387,
39989_0,390,
39991_0,100,
39992_0,15,
39993_0,1718,
39994_0,377,
39995_0,1352,
39996_0,15,
39997_0,1582,
39998_0,-68,
39999_0,849,
40000_0,1047,
40001_0,992,
40002_0,544,
40003_0,43,
40004_0,906,
40005_0,306,
40006_0,638,
40007_0,524,
40008_0,878,
40009_0,1631,
40010_0,279,
40011_0,591,
40012_0,1401,
40013_0,708,
40014_0,1842,
40015_0,222,
40016_0,755,
40017_0,326,
40018_0,161,
40019_0,-16,
40020_0,1995,
40021_0,1534,
40022_0,225,
40023_0,496,
40024_0,304,
40025_0,500,
40026_0,204,
40027_0,518,
40029_0,2828,
40031_0,1221,
40033_0,513,
40034_0,976,
40035_0,1289,
40036_0,423,
40037_0,374,
40038_0,2792,
40039_0,3408,
40040_0,348,
40041_0,2862,
40042_0,108,
40043_0,113,
40044_0,1524,
40045_0,2006,
40046_0,683,
40047_0,26,
40048_0,1720,
40049_0,66,
40050_0,39,
40051_0,1213,
40052_0,1630,
40053_0,1273,
40054_0,1625,
40056_0,586,
40057_0,423,
40058_0,2565,
40059_0,1164,
40060_0,784,
40061_0,610,
40062_0,63,
40063_0,1364,
40064_0,464,
40067_0,189,
40069_0,960,
40070_0,1064,
40071_0,782,
40072_0,1743,
40073_0,1614,
40074_0,244,
40075_0,1307,
40076_0,57,
40077_0,-1,
40078_0,788,
40079_0,902,
40080_0,1515,
40081_0,702,
40082_0,444,
40083_0,243,
40084_0,899,
40085_0,650,
40086_0,490,
40088_0,322,
40089_0,1075,
40090_0,2534,
40091_0,78,
40092_0,1122,
40093_0,28,
40094_0,3254,
40096_0,192,
40097_0,17,
40099_0,19,
40100_0,858,
40101_0,1821,
40102_0,1521,
40103_0,1098,
40104_0,145,
40105_0,470,
40106_0,1808,
40107_0,160,
40108_0,187,
40109_0,1636,
40110_0,654,
40111_0,454,
40112_0,1284,
40113_0,462,
40114_0,1231,
40116_0,1493,
40117_0,259,
40118_0,1067,
40119_0,516,
40121_0,316,
40123_0,909,
40124_0,871,
40126_0,2131,
40127_0,1442,
40128_0,619,
40129_0,701,
40130_0,1379,
40131_0,-1,
40132_0,618,
40133_0,1151,
40134_0,347,
40135_0,941,
40136_0,2008,
40137_0,864,
40138_0,183,
40139_0,1065,
40140_0,992,
40141_0,492,
40142_0,930,
40143_0,753,
40144_0,498,
40145_0,835,
40146_0,515,
40147_0,731,
40148_0,235,
40149_0,806,
40150_0,1868,
40151_0,1061,
40152_0,13,
40153_0,2205,
40154_0,529,
40155_0,247,
40156_0,203,
40157_0,1183,
40158_0,-39,
40159_0,528,
40160_0,1253,
40161_0,189,
40162_0,862,
40163_0,23,
40164_0,2492,
40165_0,577,
40166_0,825,
40167_0,155,
40168_0,1305,
40169_0,1372,
40170_0,2170,
40171_0,240,
40172_0,823,
40173_0,1645,
40174_0,843,
40175_0,579,
40177_0,490,
40178_0,402,
40180_0,106,
40181_0,1508,
40182_0,225,
40183_0,780,
40184_0,895,
40185_0,28,
40186_0,9,
40187_0,2472,
40188_0,122,
40189_0,1752,
40190_0,1206,
40191_0,541,
40192_0,1397,
40193_0,1551,
40194_0,433,
40195_0,2172,
40196_0,281,
40197_0,561,
40198_0,290,
40199_0,711,
40200_0,217,
40201_0,385,
40202_0,1473,
40203_0,1108,
40204_0,606,
40205_0,566,
40206_0,94,
40207_0,309,
40208_0,370,
40209_0,741,
40210_0,456,
40211_0,935,
40212_0,270,
40213_0,1523,
40215_0,18,
40216_0,2439,
40217_0,19,
40218_0,1430,
40219_0,162,
40220_0,661,
40221_0,922,
40222_0,313,
40223_0,903,
40224_0,1555,
40225_0,746,
40226_0,553,
40227_0,952,
40228_0,1594,
40230_0,2490,
40232_0,863,
40233_0,2385,
40234_0,1845,
40235_0,33,
40236_0,17,
40237_0,309,
40238_0,277,
40240_0,503,
40241_0,378,
40243_0,321,
40244_0,457,
40245_0,52,
40246_0,3,
40247_0,2078,
40248_0,65,
40249_0,748,
40250_0,802,
40251_0,1271,
40252_0,576,
40253_0,180,
40254_0,701,
40255_0,1214,
40256_0,984,
40257_0,1368,
40258_0,762,
40259_0,2105,
40260_0,443,
40261_0,1377,
40262_0,933,
40263_0,1648,
40264_0,1132,
40265_0,258,
40267_0,1362,
40268_0,1601,
40269_0,1251,
40270_0,1632,
40271_0,1603,
40272_0,966,
40273_0,433,
40274_0,5,
40276_0,271,
40278_0,810,
40279_0,21,
40280_0,485,
40281_0,335,
40282_0,378,
40283_0,-16,
40284_0,1183,
40285_0,320,
40286_0,961,
40287_0,640,
40289_0,866,
40290_0,558,
40291_0,1756,
40292_0,38,
40293_0,364,
40294_0,1865,
40295_0,1721,
40296_0,1603,
40297_0,226,
40298_0,1860,
40300_0,365,
40301_0,1800,
40302_0,738,
40303_0,1038,
40304_0,139,
40305_0,2553,
40306_0,276,
40307_0,2157,
40308_0,36,
40309_0,1431,
40310_0,495,
40311_0,105,
40312_0,1824,
40313_0,244,
40314_0,1335,
40315_0,703,
40317_0,785,
40318_0,1633,
40320_0,90,
40321_0,861,
40322_0,1488,
40323_0,89,
40324_0,59,
40325_0,351,
40326_0,436,
40327_0,1152,
40328_0,2280,
40329_0,2911,
40330_0,1597,
40332_0,22,
40333_0,1831,
40334_0,783,
40335_0,226,
40336_0,794,
40337_0,575,
40338_0,1727,
40339_0,7,
40340_0,1818,
40341_0,798,
40342_0,2426,
40343_0,901,
40344_0,412,
40345_0,20,
40346_0,93,
40347_0,3783,
40348_0,1544,
40349_0,903,
